X,Y,G1,G2,G3
46,1,4,2,0
46,2,4,2,0
46,3,4,2,0
47,4,4,2,0
47,5,4,2,0
47,6,4,2,0
47,7,4,2,0
47,6,4,2,0
46,6,4,2,0
45,7,4,2,0
46,7,4,2,0
47,8,4,2,0
47,9,4,2,0
48,10,4,2,0
48,11,4,2,0
49,12,4,2,0
49,13,4,2,0
50,14,4,2,0
51,14,4,2,0
52,15,4,2,0
52,16,4,2,0
53,17,4,2,0
54,17,4,2,0
55,18,4,2,0
55,19,4,2,0
56,20,4,2,0
56,21,4,2,0
57,22,4,2,0
57,23,4,2,0
58,24,4,2,0
58,25,4,2,0
59,26,4,2,0
59,27,4,2,0
59,28,4,2,0
59,29,4,2,0
59,30,4,2,0
59,31,2,0,2
59,32,2,0,2
59,33,2,0,2
59,34,2,0,2
59,35,2,0,2
59,36,2,0,2
59,37,2,0,2
59,38,2,0,2
59,39,2,0,2
59,40,2,0,2
59,41,2,0,2
59,40,2,0,2
59,39,2,0,2
59,38,2,0,2
59,37,2,0,2
60,36,2,0,2
61,36,2,0,2
62,35,2,0,2
63,35,2,0,2
64,34,2,0,2
65,34,2,0,2
66,33,2,0,2
66,32,2,0,2
65,31,2,0,2
64,31,2,0,2
63,30,2,0,2
62,30,2,0,2
61,29,2,0,2
60,29,2,0,2
59,28,2,0,2
58,28,2,0,2
57,27,2,0,2
57,26,2,0,2
56,25,2,0,2
56,24,2,0,2
55,23,2,0,2
55,22,2,0,2
54,21,2,0,2
54,20,2,0,2
53,19,2,0,2
53,18,2,0,2
52,17,2,0,2
52,16,2,0,2
51,15,2,0,2
51,14,2,0,2
50,13,2,0,2
50,12,2,0,2
49,11,0,2,4
49,10,0,2,4
48,9,0,2,4
48,8,0,2,4
47,7,0,2,4
47,6,0,2,4
48,6,0,2,4
48,7,0,2,4
49,8,0,2,4
50,8,0,2,4
51,9,0,2,4
52,9,0,2,4
53,10,0,2,4
53,11,0,2,4
54,12,0,2,4
55,12,0,2,4
56,13,0,2,4
56,14,0,2,4
57,15,0,2,4
58,15,0,2,4
59,16,0,2,4
60,16,0,2,4
61,17,0,2,4
61,18,0,2,4
62,19,0,2,4
63,19,0,2,4
64,20,0,2,4
65,20,0,2,4
66,21,0,2,4
67,21,0,2,4
68,22,0,2,4
68,23,0,2,4
69,24,0,2,4
70,24,0,2,4
71,24,0,2,4
72,24,0,2,4
73,24,0,2,4
74,25,0,2,4
75,25,0,2,4
76,26,0,2,4
77,26,0,2,4
78,27,0,2,4
79,28,0,2,4
80,29,0,2,4
81,29,0,2,4
82,30,0,2,4
82,31,0,2,4
83,32,0,2,4
84,32,0,2,4
85,33,0,2,4
85,34,0,2,4
86,35,0,2,4
87,35,2,4,0
88,36,2,4,0
88,37,2,4,0
89,38,2,4,0
90,38,2,4,0
91,39,2,4,0
92,39,2,4,0
93,40,2,4,0
93,41,2,4,0
94,42,2,4,0
95,42,2,4,0
96,43,2,4,0
96,44,2,4,0
95,44,2,4,0
94,44,2,4,0
93,43,2,4,0
93,42,2,4,0
92,41,2,4,0
91,41,2,4,0
90,40,2,4,0
90,39,2,4,0
89,38,2,4,0
88,38,2,4,0
87,37,2,4,0
86,37,2,4,0
85,36,2,4,0
85,35,2,4,0
84,34,2,4,0
83,34,2,4,0
82,33,2,4,0
81,33,2,4,0
80,32,2,4,0
79,32,2,4,0
78,31,2,4,0
78,30,2,4,0
77,29,2,4,0
76,29,2,4,0
75,28,2,4,0
74,28,2,4,0
73,27,2,4,0
72,27,2,4,0
