X,Y
79,29
78,29
78,30
77,30
76,30
76,31
75,31
74,31
73,31
73,32
72,32
71,32
71,33
70,33
70,34
69,34
68,34
68,35
67,35
66,35
65,35
65,36
64,36
63,36
63,37
62,37
62,38
61,38
60,38
60,39
59,39
59,40
59,41
58,41
58,42
59,42
59,41
60,41
60,40
60,39
60,38
61,38
62,38
63,38
63,37
64,37
65,37
65,36
66,36
67,36
68,36
68,35
69,35
69,34
70,34
70,33
71,33
72,33
72,32
73,32
74,32
74,31
74,30
75,30
75,29
76,29
76,28
77,28
77,27
78,27
78,26
79,26
79,25
80,25
79,25
80,25
80,24
81,24
82,24
83,23
83,22
83,23
83,22
82,22
82,23
81,23
81,24
80,24
80,25
79,25
78,25
78,26
77,26
77,27
76,27
76,28
75,28
75,29
74,29
74,30
73,30
72,30
72,31
71,31
70,31
70,32
69,32
69,33
68,33
68,34
67,34
66,34
66,35
65,35
64,35
64,36
63,36
63,37
62,37
62,38
61,38
61,39
60,39
60,40
59,40
59,41
58,41
58,42
59,42
60,42
60,41
60,40
60,39
60,38
61,38
61,37
62,37
63,37
64,37
65,37
65,36
66,36
66,35
67,35
68,35
68,34
69,34
70,34
70,33
71,33
71,32
72,32
73,31
74,31
74,30
75,30
76,30
76,29
77,29
77,28
78,28
78,27
79,27
79,26
80,26
80,25
81,25
82,25
82,24
82,23
83,22
84,22
85,22
86,21
86,20
87,20
87,19
88,19
88,18
87,19
86,20
85,21
84,22
83,23
82,24
81,25
80,25
80,26
79,26
79,27
78,27
78,28
77,28
77,29
76,29
75,29
75,30
74,30
73,30
73,31
72,31
71,31
71,32
70,32
69,33
68,33
67,33
67,34
66,34
65,34
65,35
64,35
63,36
62,36
62,37
61,37
60,37
60,38
59,38
59,39
59,40
58,40
58,41
58,42
59,42
59,41
60,41
60,40
60,39
60,38
61,38
62,38
63,38
64,38
64,37
65,37
65,36
66,36
67,36
67,35
68,35
69,35
69,34
70,34
70,33
71,33
71,32
72,32
72,31
73,31
73,30
74,30
74,29
75,29
75,28
76,28
76,27
77,27
77,26
78,26
79,26
79,25
80,25
80,24
81,24
81,23
82,23
82,22
81,22
82,22
82,21
83,21
83,20
84,20
83,21
82,22
81,23
80,23
80,24
79,24
78,24
78,25
77,25
77,26
76,26
76,27
75,27
75,28
74,28
73,29
72,29
72,30
71,30
70,30
70,31
69,31
69,32
68,32
68,33
67,33
66,33
66,34
65,34
64,35
63,35
63,36
62,36
62,37
62,38
61,38
61,39
60,39
60,40
59,40
59,41
58,42
59,42
60,42
60,41
60,40
60,39
60,38
61,38
62,38
62,37
63,37
64,37
64,36
65,36
65,35
66,35
67,35
68,35
68,34
69,34
70,33
71,32
71,31
72,31
73,31
73,30
74,30
74,29
75,29
75,28
76,28
76,27
77,27
77,26
78,26
78,25
79,25
80,25
80,24
81,24
81,23
81,22
82,22
82,21
83,21
83,20
83,21
82,21
81,21
81,22
80,22
80,23
79,23
78,23
78,24
77,24
77,25
76,25
75,25
75,26
74,26
73,26
73,27
72,27
72,28
71,28
71,29
70,29
70,30
69,30
68,30
68,31
67,31
67,32
66,32
66,33
65,33
65,34
64,34
64,35
63,35
63,36
62,36
62,37
61,37
61,38
61,39
60,39
60,40
60,41
59,41
59,42
59,41
60,41
60,40
59,40
59,39
59,38
60,38
61,38
62,38
62,37
63,37
63,38
62,38
62,39
62,40
62,41
61,41
61,42
61,41
62,41
62,40
