X,Y
33,10
33,9
33,10
33,11
33,10
33,11
33,10
34,10
34,9
34,10
35,10
35,11
36,11
36,12
37,12
38,12
38,13
39,13
40,14
41,14
41,15
42,15
43,15
44,15
45,15
45,16
46,16
47,16
47,17
48,17
48,18
49,18
50,18
51,18
51,19
52,19
52,20
53,20
53,21
54,21
55,21
55,22
56,22
57,22
57,23
58,23
58,24
59,24
60,24
60,25
61,25
62,25
62,26
63,26
64,26
64,27
65,27
66,27
66,28
67,28
68,28
69,28
70,28
70,29
71,29
72,29
73,30
74,30
74,31
75,31
76,31
77,31
77,32
78,32
79,32
79,33
80,33
80,34
81,34
81,35
82,35
83,36
83,35
83,34
83,33
83,32
83,31
83,30
83,29
83,28
83,27
83,26
83,25
83,24
83,23
83,22
83,21
83,20
83,19
83,18
83,17
83,16
84,15
83,15
84,15
84,16
83,16
82,16
81,16
81,15
81,16
80,16
79,16
78,16
78,17
77,17
76,17
75,17
74,17
74,18
73,18
72,18
71,18
70,19
69,19
68,19
67,19
66,19
65,19
64,19
63,19
62,19
61,19
61,18
60,18
60,17
59,17
59,16
58,16
58,15
57,15
56,15
55,15
55,14
54,14
54,13
53,13
53,12
52,12
51,12
51,11
50,11
49,11
48,11
47,11
47,10
46,10
45,10
44,10
43,10
42,10
41,10
41,9
42,9
41,9
41,8
41,9
40,9
41,9
41,10
41,11
42,11
43,11
44,11
44,12
45,12
45,13
46,13
46,14
46,15
46,16
46,17
46,18
46,19
46,20
46,21
45,21
45,22
45,23
46,23
46,24
46,25
47,25
47,26
48,26
48,27
48,28
49,28
50,28
51,28
52,28
53,28
54,28
55,28
55,29
56,29
57,29
58,29
59,29
60,29
61,29
62,29
62,30
63,30
64,30
65,30
66,30
67,30
68,30
68,31
69,31
69,32
70,32
71,32
72,32
73,32
74,32
74,33
75,33
75,34
76,34
77,34
78,35
79,35
80,35
80,36
81,36
82,36
82,37
83,37
83,38
84,38
85,38
86,38
87,38
87,39
88,39
88,40
89,40
88,39
87,38
86,37
85,36
84,35
83,34
83,33
83,32
83,31
83,30
83,29
83,28
83,27
83,26
83,25
83,24
83,23
83,22
83,21
83,20
83,19
83,18
82,17
81,17
80,17
80,18
79,18
78,18
77,18
76,18
75,18
76,18
75,18
74,18
73,18
73,19
72,19
71,19
70,19
69,19
69,18
68,18
67,18
66,18
65,18
64,18
63,18
62,18
61,18
61,17
60,17
59,17
58,17
57,17
56,17
55,17
54,17
53,17
53,16
52,16
51,16
50,16
49,16
49,15
48,15
47,16
47,15
46,15
45,15
44,15
43,15
42,15
42,16
41,16
41,17
40,17
39,17
38,17
38,18
37,18
36,18
35,18
35,19
34,19
33,19
32,19
31,19
30,19
29,19
28,19
27,19
27,20
26,20
25,20
25,19
24,19
23,19
23,18
22,18
21,18
20,18
19,18
18,18
17,18
17,17
16,17
15,17
14,17
14,18
13,18
14,18
13,18
14,18
13,18
13,17
12,17
11,17
12,17
11,17
11,18
10,19
10,20
9,21
9,22
9,21
10,21
11,21
12,21
13,21
14,21
15,21
16,21
16,20
17,20
18,20
19,20
20,20
20,21
21,21
21,20
22,20
22,19
23,19
24,19
25,19
26,19
26,18
27,18
28,18
29,18
29,17
29,18
30,18
31,18
32,18
32,17
33,17
34,17
35,17
36,17
37,17
38,17
39,17
40,17
41,17
42,17
43,17
43,18
44,18
45,18
45,19
46,19
47,19
48,19
49,19
50,19
50,20
51,20
52,20
53,20
54,20
55,20
56,20
56,21
57,21
58,21
59,22
60,22
61,22
62,22
63,22
64,22
65,22
65,23
66,23
66,22
67,22
68,22
69,22
70,22
71,22
72,22
73,22
74,22
75,22
76,22
77,22
77,21
78,21
79,21
79,22
80,22
81,22
81,21
82,21
83,21
83,20
84,20
85,21
86,22
87,23
88,24
89,25
90,26
91,27
92,28
92,29
92,30
92,31
92,32
92,33
92,34
92,35
92,36
92,37
92,38
92,39
92,40
92,41
92,42
93,43
93,42
93,41
92,40
92,39
91,39
90,39
90,38
89,38
89,37
88,37
88,36
87,36
86,36
86,35
85,35
84,35
83,35
82,35
82,34
81,34
80,34
80,33
79,33
78,33
77,33
77,32
76,32
75,32
74,32
73,32
72,32
71,32
70,32
69,32
68,32
68,31
67,31
66,31
66,30
65,30
64,30
64,29
63,29
62,29
62,28
62,27
61,27
61,26
60,26
60,25
59,25
59,24
58,24
58,23
58,22
57,22
57,21
57,20
56,20
55,20
55,19
54,19
53,19
52,19
52,18
51,18
51,17
50,16
49,16
48,16
47,16
47,15
46,15
46,14
45,14
45,13
44,13
43,13
42,13
42,12
41,12
40,12
40,11
39,11
39,10
38,10
37,10
37,9
36,9
36,10
36,9
36,10
35,10
35,9
35,8
34,8
34,9
35,9
35,10
35,9
35,8
35,9
35,10
34,10
33,10
32,10
31,10
31,9
30,9
29,9
28,9
27,9
26,9
25,9
24,9
23,9
22,9
21,9
21,10
20,10
19,10
18,10
18,11
17,11
16,11
15,11
14,11
13,11
13,12
12,12
12,13
11,13
10,13
9,13
9,14
8,14
7,14
7,15
6,15
6,16
5,16
4,16
5,17
6,18
7,19
8,20
9,20
10,20
11,20
12,20
13,21
12,20
13,20
13,21
14,21
15,21
16,21
17,21
17,22
18,22
19,22
19,23
20,23
20,24
21,24
21,25
22,25
23,25
23,26
24,26
25,26
25,27
26,27
27,27
27,28
28,28
28,29
29,29
30,29
31,29
31,30
32,30
33,30
33,31
34,31
35,31
35,32
36,32
37,32
38,32
38,33
39,33
40,33
41,33
42,33
42,34
43,34
44,34
45,34
45,35
46,35
47,35
48,35
48,34
49,34
49,35
50,35
51,35
52,35
53,35
54,35
54,34
55,34
56,34
57,34
58,34
59,34
60,34
61,34
62,34
63,34
64,34
64,33
65,33
66,33
67,33
68,33
68,34
69,34
69,33
70,33
71,33
72,33
73,33
74,33
75,33
76,33
77,33
78,33
79,33
80,33
81,33
82,33
81,33
