X,Y
85,15
82,15
78,16
74,17
69,17
64,17
60,16
56,15
51,15
47,14
42,14
38,13
33,13
30,13
25,13
20,13
15,13
10,13
8,13
11,16
16,16
20,15
25,15
29,14
32,14
33,12
36,12
34,13
31,13
27,14
22,14
18,15
14,16
10,17
7,19
10,22
13,22
17,23
22,23
26,22
30,21
34,20
38,19
42,18
47,18
52,18
56,19
60,20
64,21
68,22
73,21
77,22
81,21
85,20
90,25
90,30
90,35
90,39
86,38
82,37
80,36
76,37
74,36
69,36
65,35
60,35
56,34
52,35
48,34
43,34
39,33
34,33
31,33
27,32
23,31
20,29
17,27
15,24
11,23
8,21
12,24
16,23
20,22
24,21
28,20
32,19
36,18
41,18
46,18
51,18
55,19
60,19
64,20
67,20
72,20
77,20
80,20
84,19
89,22
94,27
94,32
94,37
94,42
93,41
91,38
88,36
86,33
83,31
80,29
76,27
72,26
69,24
66,22
62,21
59,19
55,18
52,16
49,14
45,13
42,11
38,10
35,8
34,10
38,11
41,13
44,15
48,17
52,18
55,20
59,21
62,23
65,25
68,27
71,29
74,31
78,33
81,35
84,37
88,38
91,40
94,42
90,39
87,34
87,29
87,24
85,20
81,21
77,22
73,23
68,23
64,22
60,21
56,20
52,19
49,19
45,20
40,20
36,21
32,22
27,23
24,23
20,24
16,23
11,23
8,24
12,25
16,26
20,27
24,28
28,29
32,30
36,31
41,31
45,32
50,32
55,32
60,32
64,33
69,33
74,33
77,35
81,36
84,38
88,39
91,39
95,41
