X,Y
9,12
10,12
11,12
12,12
12,11
13,11
14,11
15,11
15,12
16,12
17,12
17,11
18,11
19,11
20,11
21,11
20,11
21,11
21,12
22,12
23,12
23,11
24,11
25,11
26,11
27,11
28,11
28,12
29,12
29,11
30,11
31,11
32,11
33,11
34,11
35,11
36,11
37,11
38,11
39,11
40,11
41,11
42,11
43,11
44,11
45,11
46,11
47,11
48,11
49,11
50,11
50,12
51,12
52,12
53,12
54,12
55,12
55,13
56,13
57,13
58,13
59,13
60,13
61,13
61,14
62,14
63,14
64,14
65,14
66,14
67,14
67,15
68,15
69,15
70,15
71,15
72,15
73,15
74,15
75,15
76,15
77,15
78,14
78,15
79,15
80,15
81,15
82,15
82,14
83,14
84,14
85,14
86,14
87,14
88,14
87,14
88,14
87,15
86,16
85,17
84,18
83,19
82,20
81,21
80,22
80,23
80,24
80,25
80,26
80,27
79,28
79,27
78,27
79,27
78,27
77,27
77,26
76,26
75,26
74,26
73,26
72,26
71,26
70,26
69,26
68,26
67,26
66,26
66,27
65,27
64,27
63,27
62,27
61,27
61,28
60,28
59,28
58,28
57,28
56,28
55,28
55,29
54,29
53,29
52,29
51,29
50,29
49,29
48,29
47,29
46,29
46,28
45,28
44,28
43,28
42,28
41,28
40,28
39,28
39,27
38,27
38,28
37,28
36,28
35,28
35,27
34,27
33,27
32,27
31,27
30,27
29,27
29,26
28,26
27,26
26,26
25,26
24,26
24,25
23,25
22,25
21,25
20,25
19,25
19,24
18,24
18,23
17,23
16,23
15,23
14,23
13,22
12,22
11,22
10,22
11,22
10,22
10,21
9,22
8,23
7,24
7,25
6,26
7,26
8,25
7,25
6,26
7,25
8,24
9,23
10,22
11,21
12,20
13,20
14,19
15,19
16,19
17,19
18,19
18,20
19,20
20,20
20,21
21,21
22,21
23,21
23,22
24,22
25,22
25,23
26,23
27,23
28,23
29,23
29,24
30,24
30,25
31,25
32,25
33,25
34,25
34,26
35,26
36,26
37,26
37,27
38,27
39,27
40,27
41,27
42,27
42,28
43,28
44,28
45,28
46,28
47,28
48,28
49,28
