X,Y,G1,G2,G3
63,29,2,3,1
62,29,2,3,1
61,28,2,3,1
61,27,2,3,1
60,26,2,3,1
60,25,2,3,1
59,24,2,3,1
58,24,2,3,1
57,23,2,3,1
57,22,2,3,1
56,21,2,3,1
56,20,2,3,1
55,19,2,3,1
54,19,2,3,1
53,18,2,3,1
52,18,2,3,1
51,17,2,3,1
51,16,2,3,1
50,15,2,3,1
49,15,2,3,1
48,14,2,3,1
47,14,2,3,1
46,13,2,3,1
45,13,2,3,1
44,12,2,3,1
44,11,2,3,1
43,10,3,1,0
42,10,3,1,0
41,9,3,1,0
42,9,3,1,0
41,9,3,1,0
40,10,3,1,0
39,10,3,1,0
38,11,3,1,0
37,11,3,1,0
36,12,3,1,0
35,12,3,1,0
34,12,3,1,0
33,12,3,1,0
32,12,3,1,0
31,12,3,1,0
30,12,3,1,0
29,12,3,1,0
28,12,3,1,0
27,12,3,1,0
26,12,3,1,0
25,11,3,1,0
24,11,3,1,0
23,11,3,1,0
22,11,3,1,0
21,11,3,1,0
20,12,3,1,0
19,12,3,1,0
18,12,3,1,0
17,12,3,1,0
16,12,3,1,0
15,13,3,1,0
14,13,3,1,0
13,14,1,0,2
12,14,1,0,2
11,14,1,0,2
10,14,1,0,2
9,14,1,0,2
8,15,1,0,2
7,15,1,0,2
6,15,1,0,2
7,15,1,0,2
8,15,1,0,2
9,15,1,0,2
10,15,1,0,2
11,15,1,0,2
12,15,1,0,2
13,15,1,0,2
14,15,1,0,2
15,14,1,0,2
16,14,1,0,2
17,14,1,0,2
18,14,1,0,2
19,14,1,0,2
20,14,1,0,2
21,15,1,0,2
22,15,1,0,2
23,15,1,0,2
24,15,1,0,2
25,15,1,0,2
26,15,1,0,2
27,15,1,0,2
28,15,1,0,2
29,15,1,0,2
30,15,1,0,2
31,15,1,0,2
32,15,1,0,2
33,15,1,0,2
34,15,1,0,2
35,14,1,0,2
36,14,1,0,2
37,14,1,0,2
38,14,1,0,2
39,14,1,0,2
40,14,1,0,2
41,14,1,0,2
42,14,1,0,2
43,13,1,0,2
44,13,1,0,2
45,14,1,0,2
46,14,1,0,2
47,13,1,0,2
48,13,1,0,2
49,13,1,0,2
50,13,1,0,2
51,13,1,0,2
52,14,1,0,2
53,14,1,0,2
54,14,1,0,2
55,14,1,0,2
56,14,1,0,2
57,14,1,0,2
58,14,1,0,2
59,14,1,0,2
60,15,1,0,2
61,15,1,0,2
62,16,1,0,2
63,16,1,0,2
64,16,1,0,2
65,16,1,0,2
66,16,1,0,2
67,16,1,0,2
68,16,1,0,2
69,16,1,0,2
70,16,1,0,2
71,16,1,0,2
72,16,1,0,2
73,16,1,0,2
74,16,1,0,2
75,16,1,0,2
76,16,1,0,2
77,16,1,0,2
78,16,1,0,2
79,16,1,0,2
80,16,0,2,1
81,16,0,2,1
82,16,0,2,1
83,16,0,2,1
84,16,0,2,1
85,16,0,2,1
86,15,0,2,1
87,15,0,2,1
88,15,0,2,1
89,16,0,2,1
90,17,0,2,1
91,18,0,2,1
92,19,0,2,1
93,20,0,2,1
94,21,0,2,1
95,22,0,2,1
95,23,0,2,1
95,24,0,2,1
96,25,0,2,1
96,26,0,2,1
96,27,0,2,1
96,28,0,2,1
96,29,0,2,1
96,30,0,2,1
96,31,0,2,1
96,32,0,2,1
96,33,0,2,1
96,34,2,1,0
96,35,2,1,0
96,36,2,1,0
96,37,2,1,0
96,38,2,1,0
96,39,2,1,0
96,40,2,1,0
96,41,2,1,0
96,42,2,1,0
96,43,2,1,0
95,43,2,1,0
94,42,2,1,0
94,41,2,1,0
93,40,2,1,0
92,40,2,1,0
91,39,2,1,0
91,38,2,1,0
90,37,2,1,0
90,36,2,1,0
89,35,2,1,0
88,35,2,1,0
87,35,2,1,0
86,34,2,1,0
86,33,2,1,0
85,32,2,1,0
84,32,2,1,0
