X,Y
87,15
85,16
84,16
81,18
78,18
74,17
69,17
65,16
60,16
56,15
52,14
48,12
45,10
43,7
42,7
42,8
45,10
49,11
51,14
54,16
56,19
58,22
59,26
58,30
56,33
54,34
56,31
60,30
65,30
69,31
72,33
76,34
81,34
86,34
90,35
88,34
85,32
83,31
80,29
78,26
74,24
72,21
69,19
66,17
64,16
61,14
58,12
55,10
52,8
48,7
44,8
42,11
39,13
37,16
35,19
32,21
30,24
27,26
23,27
20,29
17,31
14,31
13,27
12,23
10,20
7,18
7,22
10,25
14,24
18,23
23,23
27,22
32,22
37,22
40,22
44,23
46,26
50,27
55,27
58,29
59,33
58,37
55,37
57,34
61,33
65,32
69,30
72,28
76,26
81,26
84,28
85,29
88,31
92,32
93,36
94,40
95,44
91,39
87,34
87,29
86,28
84,29
82,32
78,33
74,32
71,30
69,27
67,24
65,21
64,17
61,15
57,14
53,13
49,14
45,15
41,16
38,18
35,20
32,22
29,24
26,26
23,28
20,30
16,31
13,29
10,26
9,24
8,22
8,19
10,18
15,18
18,20
22,21
26,22
30,23
35,23
38,23
42,22
44,25
47,27
50,29
52,32
53,36
56,36
61,36
63,33
62,29
63,25
63,22
63,17
61,14
57,14
52,14
48,15
44,16
39,16
36,18
32,19
29,22
26,24
23,26
20,28
16,29
13,29
11,26
9,25
8,22
9,20
14,20
18,19
22,20
27,20
31,21
36,21
40,20
44,19
47,17
50,15
52,12
52,9
55,11
58,14
60,17
64,20
66,23
70,25
73,27
77,28
81,29
84,29
88,28
86,23
84,21
81,23
78,25
75,27
72,29
68,31
65,33
62,35
59,37
54,37
51,35
48,33
47,29
46,25
45,21
44,17
43,13
43,8
39,9
36,11
32,12
29,14
26,16
23,18
19,19
14,19
11,19
9,21
12,23
16,24
21,24
26,24
30,23
34,22
