X,Y
76,36
71,37
66,37
61,37
56,37
52,36
48,37
46,36
41,36
39,35
36,35
32,34
28,33
24,32
19,32
17,31
14,29
10,28
7,26
7,24
11,25
12,25
17,25
21,24
24,22
28,21
31,19
35,18
37,15
40,13
44,14
47,16
51,17
54,19
58,20
63,21
66,21
71,21
76,21
80,20
84,19
87,17
84,22
84,27
84,32
83,37
79,36
75,35
71,34
66,34
63,32
58,32
54,31
49,31
45,30
41,29
37,28
32,28
27,28
23,27
19,26
15,25
11,24
8,20
11,20
15,19
20,19
24,18
29,17
33,16
37,15
42,15
46,14
51,13
56,13
60,14
65,15
68,15
72,16
76,17
81,17
84,17
86,18
86,23
86,28
86,33
85,37
80,36
76,34
72,33
69,31
65,30
62,28
60,25
57,23
54,21
51,19
48,17
44,16
41,14
38,12
37,14
40,16
44,17
48,18
52,19
55,21
58,23
61,25
66,26
70,25
72,24
77,24
81,23
85,24
90,29
92,34
92,39
92,39
89,37
85,35
82,33
77,33
73,34
69,35
64,35
60,36
55,36
51,35
47,34
43,33
38,33
34,32
30,31
27,29
24,29
21,27
17,26
13,25
10,23
6,22
9,17
11,13
15,12
19,13
23,14
27,13
31,14
34,14
39,14
43,15
47,16
51,17
55,18
59,19
64,19
68,20
72,22
75,24
79,25
82,27
84,27
84,22
84,19
81,19
77,20
72,20
69,20
64,20
59,20
55,19
50,19
45,19
40,19
36,20
31,20
27,21
23,20
18,20
14,21
11,21
