X,Y
88,29
89,29
89,30
89,31
88,35
90,34
92,37
94,40
96,43
97,44
92,39
87,35
82,34
79,34
75,33
71,34
67,33
62,33
57,33
52,33
47,33
43,34
39,33
35,32
31,31
27,30
23,28
19,27
16,25
12,24
10,23
7,25
11,26
15,25
18,23
22,21
25,19
29,18
31,15
34,13
36,10
39,8
37,5
38,5
39,9
43,10
46,12
49,14
51,17
55,18
59,19
63,20
67,21
72,21
76,20
81,20
85,19
82,23
78,28
78,33
76,37
72,36
67,36
63,35
59,34
56,32
52,31
48,30
44,29
41,27
37,26
33,25
29,24
25,23
21,22
17,23
13,22
10,24
9,25
13,24
17,25
22,25
26,23
30,22
34,21
38,20
43,20
47,19
51,18
55,19
60,19
62,20
66,19
71,19
75,20
80,20
84,19
89,24
94,29
95,34
95,39
96,44
94,41
92,38
90,35
86,34
83,32
79,31
76,29
73,29
70,27
67,25
65,22
62,20
59,18
56,16
53,14
50,12
46,11
43,9
39,10
40,10
42,13
45,13
49,14
52,16
57,16
62,16
66,18
69,20
73,19
78,19
82,18
86,17
90,20
94,25
94,30
94,35
94,40
94,40
92,37
89,35
86,33
82,32
78,31
74,30
70,31
66,32
61,32
56,31
52,30
48,29
44,28
40,27
35,27
32,25
28,24
25,22
21,21
18,19
14,18
11,16
7,15
6,14
9,16
13,15
15,16
19,17
23,18
27,17
32,17
35,19
38,21
40,24
44,25
47,27
52,27
55,27
60,27
64,28
67,28
71,29
75,30
78,32
82,33
82,35
85,31
85,26
85,21
86,16
83,18
78,18
74,19
70,18
66,17
62,16
58,15
53,15
48,15
43,15
38,15
34,14
29,14
24,13
21,13
17,14
12,14
9,16
5,15
