X,Y,G1,G2,G3
8,24,1,0,3
9,24,1,0,3
10,24,1,0,3
11,24,1,0,3
12,24,1,0,3
13,25,1,0,3
14,25,1,0,3
15,25,1,0,3
16,24,1,0,3
17,24,1,0,3
18,25,1,0,3
19,25,1,0,3
20,25,1,0,3
21,25,1,0,3
22,25,1,0,3
23,25,1,0,3
24,25,1,0,3
25,25,1,0,3
26,26,1,0,3
27,26,1,0,3
28,26,1,0,3
29,26,1,0,3
30,26,1,0,3
31,27,1,0,3
32,27,1,0,3
33,27,1,0,3
34,27,1,0,3
35,27,1,0,3
36,28,1,0,3
37,28,1,0,3
38,28,1,0,3
39,28,1,0,3
40,28,1,0,3
41,29,1,0,3
42,29,1,0,3
43,30,1,0,3
44,30,1,0,3
45,30,1,0,3
46,30,1,0,3
47,30,1,0,3
48,31,1,0,3
49,31,1,0,3
50,31,1,0,3
51,32,1,0,3
52,32,1,0,3
53,31,1,0,3
54,31,1,0,3
55,32,1,0,3
56,32,1,0,3
57,31,1,0,3
58,31,1,0,3
59,31,1,0,3
60,31,1,0,3
61,31,1,0,3
62,31,1,0,3
63,31,1,0,3
64,31,1,0,3
65,31,1,0,3
66,31,1,0,3
67,31,1,0,3
68,30,1,0,3
69,30,1,0,3
70,29,1,0,3
71,29,1,0,3
72,28,1,0,3
73,28,1,0,3
74,27,1,0,3
75,27,1,0,3
76,27,1,0,3
77,27,1,0,3
78,27,1,0,3
79,27,1,0,3
80,26,1,0,3
81,26,1,0,3
82,26,1,0,3
83,25,1,0,3
83,24,0,3,1
82,23,0,3,1
82,22,0,3,1
82,21,0,3,1
81,20,0,3,1
82,21,0,3,1
82,22,0,3,1
83,23,0,3,1
84,24,0,3,1
85,25,0,3,1
86,26,0,3,1
87,26,0,3,1
88,27,0,3,1
89,28,0,3,1
90,29,0,3,1
91,30,0,3,1
92,31,0,3,1
93,32,0,3,1
94,33,0,3,1
94,34,3,1,0
94,35,3,1,0
94,36,3,1,0
94,37,3,1,0
94,38,3,1,0
94,39,3,1,0
94,40,3,1,0
94,41,3,1,0
94,42,3,1,0
95,43,3,1,0
95,42,3,1,0
94,42,3,1,0
93,41,3,1,0
92,41,3,1,0
91,40,3,1,0
90,40,3,1,0
89,39,3,1,0
88,39,3,1,0
87,39,3,1,0
86,39,3,1,0
85,39,3,1,0
84,39,3,1,0
83,39,3,1,0
82,39,3,1,0
81,39,3,1,0
80,39,3,1,0
79,39,3,1,0
78,39,3,1,0
77,39,3,1,0
76,39,3,1,0
75,39,3,1,0
74,39,3,1,0
73,39,3,1,0
72,39,3,1,0
71,39,3,1,0
70,39,3,1,0
69,39,3,1,0
68,39,3,1,0
67,39,3,1,0
66,38,3,1,0
65,38,3,1,0
64,38,3,1,0
63,38,3,1,0
62,38,3,1,0
61,38,3,1,0
60,38,3,1,0
59,38,3,1,0
58,37,3,1,0
57,37,3,1,0
56,37,3,1,0
55,37,3,1,0
54,37,3,1,0
53,37,3,1,0
52,37,3,1,0
51,37,3,1,0
50,36,3,1,0
49,36,3,1,0
48,36,3,1,0
47,36,3,1,0
46,36,3,1,0
45,35,3,1,0
44,35,3,1,0
43,34,3,1,0
