X,Y
36,8
35,8
36,8
36,9
37,9
37,10
36,10
37,10
38,10
39,10
39,11
40,11
40,12
40,13
41,13
42,13
42,14
43,14
43,15
44,15
45,15
45,16
46,16
47,16
47,17
48,17
49,17
49,18
50,18
51,18
51,19
52,19
53,19
54,19
54,20
55,20
56,20
56,21
57,21
58,21
59,21
60,21
60,22
61,22
61,23
62,23
63,24
64,24
64,25
65,25
65,26
66,26
66,27
67,27
67,28
68,28
69,28
69,29
70,29
70,30
71,30
72,30
72,31
73,31
74,31
74,32
75,32
76,32
76,33
77,33
77,34
78,34
79,34
79,35
80,35
81,35
82,35
82,36
83,36
83,37
84,37
85,37
85,38
86,38
85,38
86,38
87,38
87,39
88,39
88,40
89,40
90,40
89,39
88,38
87,37
86,36
85,35
84,34
83,33
82,32
81,31
80,30
79,29
78,28
77,27
76,26
75,25
74,25
73,25
72,25
71,25
70,25
69,25
68,25
67,25
66,25
65,25
64,25
63,25
62,25
61,25
60,25
59,25
58,25
57,25
56,25
55,25
54,25
53,25
52,25
51,25
50,25
49,25
48,25
47,25
46,25
45,25
44,25
43,25
42,25
41,25
40,25
39,25
38,25
37,25
36,25
35,25
34,25
33,25
32,25
31,25
30,25
29,25
28,25
27,25
26,25
25,25
24,25
23,25
22,25
21,25
20,25
19,25
18,25
17,25
16,25
15,25
14,25
13,25
12,25
11,25
10,25
9,25
8,24
9,23
10,22
11,21
12,20
13,19
14,18
15,17
16,16
17,15
18,15
19,15
20,15
21,15
22,15
23,15
24,15
25,15
26,15
27,15
28,15
29,15
30,15
31,15
32,15
33,15
34,15
35,15
36,15
37,15
38,15
39,15
40,15
41,15
42,15
43,15
44,15
45,15
46,15
47,15
48,15
49,15
50,15
51,15
52,15
53,15
54,15
55,15
56,15
57,15
58,15
59,15
60,15
61,15
62,15
63,15
64,15
65,15
66,15
67,15
68,15
69,15
70,15
71,15
72,15
73,15
74,15
75,15
76,15
77,15
78,15
79,15
80,15
81,15
82,15
83,15
84,15
85,15
86,15
87,14
87,15
86,15
85,15
84,15
84,16
83,16
82,16
82,17
81,17
81,18
80,18
79,18
78,18
77,18
77,19
76,19
75,19
74,19
73,19
72,19
71,19
70,19
70,20
69,20
68,20
67,20
66,20
65,20
64,20
64,19
63,19
62,19
61,19
60,19
59,19
58,19
58,18
57,18
56,18
56,19
55,19
55,18
54,18
53,18
52,18
51,18
50,18
49,18
49,17
48,17
47,17
46,17
45,17
44,17
43,17
43,16
42,16
41,16
40,16
40,15
39,15
38,15
38,14
37,14
37,13
36,13
36,12
35,12
35,11
34,11
34,10
34,9
33,9
33,8
33,9
33,10
34,10
35,10
36,10
36,11
37,11
38,11
39,11
40,11
41,11
42,11
43,11
43,10
44,10
45,10
46,10
47,10
48,10
49,10
50,10
51,10
52,10
52,11
53,11
54,11
54,12
55,12
56,12
57,12
58,12
58,13
59,13
60,13
61,13
61,14
62,14
63,14
63,15
64,15
65,15
66,15
66,16
67,16
68,17
69,17
69,18
70,18
71,18
72,19
73,19
73,20
74,20
75,20
75,21
76,21
77,21
77,22
78,22
78,23
79,23
80,23
80,24
81,24
82,25
82,26
83,26
84,27
85,28
85,29
85,28
86,28
86,29
87,29
87,30
88,30
88,31
89,31
89,32
89,33
90,33
90,34
91,34
91,35
92,35
92,36
93,36
93,37
93,38
94,38
95,38
95,39
95,40
95,41
95,42
95,41
95,42
96,42
95,41
94,40
93,39
92,38
91,37
90,36
89,35
88,34
87,33
86,32
86,31
86,30
86,29
86,28
86,27
86,26
86,25
86,24
86,23
86,22
86,21
86,20
86,19
85,18
84,18
85,18
84,18
84,19
83,19
82,19
81,19
80,19
79,19
78,19
78,20
77,20
76,20
75,20
74,20
73,20
72,20
71,20
70,20
69,20
68,20
67,20
66,20
65,20
64,20
63,20
62,20
61,20
61,19
60,19
59,19
58,19
57,19
56,19
55,18
54,18
53,18
52,18
51,18
50,18
49,18
49,17
48,17
47,17
46,17
45,17
44,17
43,16
42,16
41,16
40,16
40,17
39,17
38,17
37,17
36,17
35,17
35,18
34,18
33,18
33,19
32,19
31,19
31,18
30,18
29,18
29,19
28,19
27,19
26,19
25,19
25,18
24,18
23,18
22,18
21,18
20,18
19,18
18,18
17,18
17,19
16,19
15,19
14,19
13,19
12,19
12,20
11,20
10,20
9,20
10,19
9,19
8,19
7,19
6,19
7,20
6,19
7,20
7,19
6,19
7,19
6,19
6,18
6,17
7,17
7,18
8,18
9,18
10,18
11,18
12,18
13,18
14,17
15,17
14,17
15,17
16,17
17,17
17,18
18,18
19,18
19,17
20,17
21,17
22,17
22,18
23,18
23,17
24,17
25,17
25,16
26,16
27,16
28,16
29,16
30,16
31,16
32,16
33,16
34,16
35,16
35,15
36,15
37,15
38,15
39,15
40,15
41,15
41,14
42,14
42,15
43,15
44,15
44,16
45,16
46,16
46,17
47,17
48,17
49,17
49,18
50,18
51,18
51,19
52,19
53,19
54,19
55,19
55,20
56,20
57,20
58,20
58,21
59,21
60,21
61,21
62,21
62,22
63,22
64,22
65,22
66,22
67,22
68,22
69,22
70,22
71,22
72,22
73,22
74,22
74,23
75,23
76,23
76,22
77,22
78,22
79,22
80,22
81,22
82,22
82,21
83,21
84,21
84,20
85,20
86,20
87,20
87,19
88,19
87,20
86,21
85,22
84,23
83,24
83,25
83,26
83,27
83,28
83,29
83,30
83,31
82,32
81,31
81,30
80,30
80,29
80,28
79,28
79,27
78,27
78,26
77,25
77,24
76,24
76,23
75,23
75,22
74,22
74,21
73,21
73,20
72,20
71,20
71,19
70,19
69,19
68,19
67,19
67,18
66,18
65,18
64,18
63,18
62,18
62,17
61,17
60,17
60,16
59,16
58,16
57,16
56,16
56,15
55,15
54,15
54,14
53,14
52,14
51,14
51,13
50,13
50,12
49,12
49,11
48,11
47,11
47,10
46,10
45,10
45,9
44,9
44,8
43,8
42,8
41,8
41,7
40,7
40,6
39,6
39,5
39,6
40,6
39,6
39,5
38,5
38,6
38,5
38,6
39,6
39,7
39,8
39,9
39,10
39,11
38,12
37,12
37,13
36,13
36,14
35,14
35,15
34,15
33,15
32,15
32,16
31,16
30,16
29,16
29,17
28,17
27,17
26,17
25,17
24,17
23,17
22,17
21,17
20,17
19,17
18,17
17,17
16,17
15,17
14,17
13,17
13,16
12,16
11,16
10,16
10,15
9,15
9,14
8,14
8,13
7,13
6,13
7,13
6,13
6,12
6,13
5,13
5,14
5,13
6,14
6,13
7,13
8,13
9,13
10,13
11,13
12,13
13,13
14,13
13,13
14,13
15,13
16,14
17,14
18,14
18,15
19,15
20,15
21,15
21,16
22,16
23,16
24,16
24,17
25,17
25,18
26,18
26,19
27,19
28,19
29,20
30,20
31,20
31,21
32,21
32,22
33,22
34,22
34,23
35,23
36,23
36,24
37,24
37,25
38,25
38,26
39,26
40,26
40,27
41,27
42,27
42,28
43,28
44,28
44,29
45,29
46,30
47,30
48,30
48,31
49,31
50,31
51,31
52,31
53,31
54,31
55,31
56,31
57,31
57,32
58,32
59,32
60,32
61,32
61,31
62,31
62,32
63,32
64,32
65,32
66,32
67,32
68,32
69,32
70,32
71,32
72,32
72,31
73,31
74,31
75,31
76,31
76,32
77,32
78,32
79,32
79,31
80,31
81,31
82,31
83,31
83,32
84,32
85,32
86,32
87,32
88,32
89,32
89,33
90,33
91,33
92,33
92,34
93,34
93,35
93,36
93,37
94,37
95,37
