X,Y,G1,G2,G3
86,17,3,1,0
85,18,3,1,0
84,18,3,1,0
83,18,3,1,0
82,18,3,1,0
81,18,3,1,0
80,18,3,1,0
79,18,3,1,0
78,18,3,1,0
77,18,3,1,0
76,18,3,1,0
75,19,3,1,0
74,18,3,1,0
73,18,3,1,0
72,18,3,1,0
71,18,3,1,0
70,18,3,1,0
69,18,3,1,0
68,18,3,1,0
67,18,3,1,0
66,18,3,1,0
65,18,3,1,0
64,18,3,1,0
63,18,3,1,0
62,17,3,1,0
61,16,3,1,0
60,16,3,1,0
59,16,3,1,0
58,16,3,1,0
57,16,3,1,0
56,16,3,1,0
55,16,3,1,0
54,16,3,1,0
53,16,3,1,0
52,16,3,1,0
51,16,3,1,0
50,16,3,1,0
49,15,3,1,0
48,14,3,1,0
47,14,3,1,0
46,14,3,1,0
45,14,3,1,0
44,14,3,1,0
43,14,3,1,0
42,14,3,1,0
41,14,3,1,0
40,14,3,1,0
39,14,3,1,0
38,14,3,1,0
37,14,3,1,0
36,13,3,1,0
35,13,3,1,0
34,13,3,1,0
33,13,3,1,0
32,13,3,1,0
31,13,3,1,0
30,13,3,1,0
29,13,3,1,0
28,13,3,1,0
27,13,3,1,0
26,13,3,1,0
25,13,3,1,0
24,13,3,1,0
23,13,3,1,0
22,12,3,1,0
21,13,3,1,0
20,13,3,1,0
19,13,3,1,0
18,13,3,1,0
17,13,3,1,0
16,13,3,1,0
15,13,3,1,0
14,13,3,1,0
13,13,3,1,0
12,13,1,0,3
11,13,1,0,3
10,13,1,0,3
9,14,1,0,3
10,13,1,0,3
11,12,1,0,3
12,12,1,0,3
13,12,1,0,3
14,12,1,0,3
15,12,1,0,3
16,11,1,0,3
17,11,1,0,3
18,11,1,0,3
19,11,1,0,3
20,11,1,0,3
21,11,1,0,3
22,11,1,0,3
23,11,1,0,3
24,11,1,0,3
25,11,1,0,3
26,11,1,0,3
27,11,1,0,3
28,11,1,0,3
29,11,1,0,3
30,10,1,0,3
31,9,1,0,3
31,8,1,0,3
32,7,1,0,3
31,8,1,0,3
30,8,1,0,3
29,8,1,0,3
28,8,1,0,3
27,8,1,0,3
26,8,1,0,3
25,8,1,0,3
24,8,1,0,3
23,9,1,0,3
22,10,1,0,3
21,10,1,0,3
20,10,1,0,3
19,10,1,0,3
18,10,1,0,3
17,10,1,0,3
16,10,1,0,3
15,10,1,0,3
14,10,1,0,3
13,10,1,0,3
12,10,1,0,3
11,10,1,0,3
10,11,1,0,3
10,12,1,0,3
10,13,1,0,3
10,14,1,0,3
10,15,1,0,3
11,14,1,0,3
12,14,1,0,3
13,14,1,0,3
14,14,1,0,3
15,14,1,0,3
16,14,1,0,3
17,14,1,0,3
18,14,1,0,3
19,14,1,0,3
20,14,1,0,3
21,14,1,0,3
22,14,1,0,3
23,14,1,0,3
24,13,1,0,3
25,12,1,0,3
26,12,1,0,3
27,12,1,0,3
28,12,1,0,3
29,12,1,0,3
30,12,1,0,3
31,12,1,0,3
32,12,1,0,3
33,12,1,0,3
34,12,1,0,3
35,12,1,0,3
36,12,1,0,3
37,11,1,0,3
38,11,1,0,3
39,11,1,0,3
40,11,1,0,3
41,11,1,0,3
42,11,1,0,3
43,11,1,0,3
44,11,1,0,3
45,11,1,0,3
46,11,1,0,3
47,11,1,0,3
48,11,1,0,3
49,12,1,0,3
50,13,1,0,3
51,13,1,0,3
52,13,1,0,3
53,13,1,0,3
54,13,1,0,3
55,13,1,0,3
56,13,1,0,3
57,13,1,0,3
58,13,1,0,3
59,13,1,0,3
60,13,1,0,3
61,13,1,0,3
62,14,1,0,3
63,15,1,0,3
64,15,1,0,3
65,15,1,0,3
66,15,1,0,3
67,15,1,0,3
68,15,1,0,3
69,15,1,0,3
70,15,1,0,3
71,15,1,0,3
72,15,1,0,3
73,15,1,0,3
74,15,1,0,3
75,16,1,0,3
76,16,1,0,3
77,16,1,0,3
78,16,1,0,3
79,16,1,0,3
80,16,0,3,1
81,16,0,3,1
82,16,0,3,1
83,16,0,3,1
84,16,0,3,1
85,16,0,3,1
86,16,0,3,1
87,16,0,3,1
88,17,0,3,1
89,18,0,3,1
90,19,0,3,1
91,20,0,3,1
92,21,0,3,1
93,22,0,3,1
93,23,0,3,1
93,24,0,3,1
93,25,0,3,1
93,26,0,3,1
93,27,0,3,1
93,28,0,3,1
93,29,0,3,1
93,30,0,3,1
93,31,0,3,1
94,32,0,3,1
94,33,0,3,1
94,34,3,1,0
94,35,3,1,0
94,36,3,1,0
94,37,3,1,0
94,38,3,1,0
93,39,3,1,0
92,38,3,1,0
91,37,3,1,0
90,36,3,1,0
