X,Y
88,20
88,23
91,28
92,33
93,37
94,41
97,44
94,42
93,40
93,37
92,35
93,37
94,41
96,44
94,41
92,38
90,35
86,34
84,33
81,32
77,31
73,30
70,30
65,30
61,30
56,30
52,29
48,30
44,29
39,29
34,29
30,28
26,27
22,26
18,24
14,23
10,22
9,22
11,19
14,19
19,19
21,16
24,14
27,12
30,10
34,9
35,9
38,11
41,13
45,14
49,15
53,16
57,17
61,18
66,18
70,19
74,18
77,18
82,18
85,16
88,16
92,21
92,26
92,31
92,36
93,41
90,39
87,37
84,36
79,36
76,36
72,35
67,35
63,34
59,33
55,32
52,30
48,29
45,27
42,25
39,23
35,22
31,21
27,20
24,18
19,18
15,17
11,18
10,18
10,17
6,18
11,18
15,19
20,19
24,18
29,18
33,17
38,17
43,17
47,18
52,18
56,19
59,19
63,20
67,19
72,19
76,18
80,17
84,16
88,16
92,21
92,26
92,31
92,36
93,41
90,39
87,37
85,34
81,33
77,32
74,30
71,28
69,25
66,23
64,20
61,18
58,16
55,14
52,12
49,10
45,9
42,7
38,6
41,6
44,8
47,10
51,11
55,12
59,13
63,14
67,15
71,16
76,16
81,16
85,15
88,15
85,18
80,23
78,28
78,33
75,36
70,36
65,36
61,35
57,34
53,33
48,33
44,32
40,31
36,30
32,29
29,27
26,25
22,24
18,22
14,21
10,20
8,22
11,22
15,23
19,24
23,25
27,26
31,27
36,27
40,28
45,29
49,28
52,28
57,28
62,28
67,28
71,29
74,29
77,31
80,33
82,34
85,33
85,28
85,23
85,18
84,17
81,17
76,17
71,17
67,18
64,18
60,17
55,17
50,17
45,17
41,18
37,17
32,17
27,17
22,17
17,17
13,18
10,18
5,18
