X,Y
72,29
72,30
71,30
71,31
70,31
69,31
69,32
68,32
68,33
67,33
67,34
66,35
65,35
65,36
64,36
64,37
63,37
63,38
62,38
62,39
61,39
61,40
61,41
60,41
60,42
61,42
61,41
62,41
62,40
62,39
62,38
62,37
63,37
63,38
63,37
64,37
65,37
66,36
67,36
67,35
68,35
69,35
70,35
70,34
71,34
71,33
72,33
72,32
73,32
74,32
74,31
75,31
76,30
77,30
77,29
78,29
78,28
78,27
79,26
80,26
80,25
81,25
81,24
82,24
82,23
83,22
84,21
85,20
86,19
87,19
88,19
89,18
88,18
88,19
87,19
87,20
86,20
86,21
85,21
85,22
84,22
84,23
83,23
83,24
82,24
82,25
81,25
80,25
80,26
79,26
79,27
78,27
78,28
77,28
77,29
76,29
75,29
75,30
74,30
73,30
73,31
72,31
71,31
71,32
70,32
70,33
69,33
68,33
68,34
67,34
66,34
66,35
65,35
64,35
64,36
63,36
63,37
62,37
62,38
61,38
60,38
60,39
60,40
59,40
59,41
59,42
60,42
60,41
60,40
60,39
61,38
62,38
63,38
64,38
65,38
66,38
66,37
67,37
68,37
69,37
69,36
70,36
71,36
71,35
72,35
72,34
73,34
73,33
74,33
74,32
75,32
76,32
76,31
77,31
77,30
78,30
78,29
79,29
79,28
79,29
78,29
77,29
77,30
76,30
75,30
75,31
74,31
73,31
72,31
72,32
71,32
70,33
69,33
69,34
68,34
67,34
66,34
66,35
65,35
64,35
64,36
63,36
63,37
62,37
62,38
61,38
60,38
60,39
60,40
59,40
59,41
59,42
58,42
58,43
59,43
59,42
60,42
60,41
60,40
60,39
60,38
61,38
62,38
63,38
63,37
64,37
64,36
65,36
65,35
66,35
67,35
67,34
68,34
68,33
69,33
69,32
70,32
70,31
71,31
71,30
72,30
73,30
73,29
74,29
74,28
75,28
75,27
76,27
76,26
77,26
77,25
78,25
79,25
79,24
80,24
80,23
81,23
81,22
82,22
82,21
83,21
82,21
83,21
82,21
83,21
83,20
84,20
83,21
83,22
83,23
83,24
82,25
82,26
81,26
80,26
80,27
79,27
79,28
79,27
79,28
78,28
77,28
77,29
76,29
75,29
75,30
74,30
74,31
73,31
72,31
72,32
71,32
70,32
70,33
69,33
68,33
68,34
67,34
66,34
66,35
65,35
65,36
64,36
63,36
62,36
62,37
61,37
61,38
60,38
60,39
60,40
59,40
59,41
58,41
58,42
58,43
58,42
59,42
59,41
59,40
59,39
59,38
60,38
61,38
62,38
63,38
64,38
64,37
65,37
66,37
67,37
68,37
69,37
69,36
70,36
71,35
72,35
72,34
73,34
74,34
75,34
75,33
76,33
76,32
77,32
77,31
78,31
78,30
79,30
79,29
80,29
81,29
81,28
82,28
82,27
83,27
84,26
85,25
86,24
87,23
88,22
89,21
89,20
89,19
90,18
89,18
89,19
88,19
88,20
87,20
87,21
86,21
86,22
85,22
85,23
84,23
84,24
83,24
83,25
82,25
81,25
81,26
80,26
79,26
80,27
79,27
79,28
78,28
77,28
77,29
76,29
75,29
75,30
74,30
73,30
73,31
72,31
71,31
71,32
70,32
70,33
69,33
68,33
67,33
67,34
66,34
66,35
65,35
65,36
64,36
63,36
63,37
62,37
62,38
61,38
61,39
60,39
60,40
59,41
59,42
58,42
59,42
59,41
59,40
59,39
60,39
60,38
61,38
62,38
62,37
63,37
64,37
64,36
65,36
65,35
66,35
67,35
68,35
69,35
69,34
70,34
70,33
71,33
72,33
72,32
73,32
74,32
74,31
75,31
76,31
76,30
77,30
77,29
77,28
