X,Y,G1,G2,G3
95,44,4,5,3
95,43,4,5,3
94,42,4,5,3
94,41,4,5,3
93,40,4,5,3
93,39,4,5,3
92,38,4,5,3
91,38,4,5,3
90,37,4,5,3
89,37,4,5,3
88,36,4,5,3
88,35,4,5,3
87,34,4,5,3
86,34,4,5,3
85,34,4,5,3
84,33,4,5,3
83,33,4,5,3
82,32,4,5,3
81,32,4,5,3
80,31,4,5,3
79,31,4,5,3
78,30,4,5,3
78,29,4,5,3
77,28,4,5,3
77,27,4,5,3
76,26,4,5,3
76,25,4,5,3
75,24,4,5,3
74,24,4,5,3
73,23,4,5,3
73,22,4,5,3
72,21,4,5,3
72,20,4,5,3
71,19,4,5,3
70,19,4,5,3
69,18,4,5,3
68,18,4,5,3
67,17,4,5,3
66,17,4,5,3
65,16,4,5,3
65,15,4,5,3
64,14,4,5,3
63,14,4,5,3
62,14,4,5,3
61,14,4,5,3
60,14,4,5,3
59,15,4,5,3
59,16,4,5,3
58,17,4,5,3
58,18,4,5,3
57,19,4,5,3
57,20,4,5,3
56,21,4,5,3
56,22,4,5,3
55,23,4,5,3
55,24,4,5,3
55,25,4,5,3
55,26,4,5,3
55,27,4,5,3
55,28,4,5,3
55,29,4,5,3
55,30,5,3,2
54,31,5,3,2
54,32,5,3,2
55,33,5,3,2
55,34,5,3,2
55,35,5,3,2
55,36,5,3,2
55,37,5,3,2
54,37,5,3,2
53,38,5,3,2
52,38,5,3,2
51,38,5,3,2
50,38,5,3,2
49,38,5,3,2
48,38,5,3,2
47,38,5,3,2
46,38,5,3,2
45,38,5,3,2
44,37,5,3,2
43,37,5,3,2
42,36,5,3,2
41,36,5,3,2
40,36,5,3,2
39,36,5,3,2
38,36,5,3,2
37,35,5,3,2
36,35,5,3,2
35,34,5,3,2
34,34,5,3,2
33,33,5,3,2
32,33,5,3,2
31,33,5,3,2
30,33,5,3,2
29,33,5,3,2
28,32,5,3,2
27,32,5,3,2
26,32,5,3,2
25,32,5,3,2
24,32,5,3,2
23,32,5,3,2
22,32,5,3,2
21,32,5,3,2
20,32,3,2,0
19,31,3,2,0
18,31,3,2,0
17,31,3,2,0
16,31,3,2,0
15,31,3,2,0
14,30,3,2,0
13,30,3,2,0
12,29,3,2,0
12,28,3,2,0
11,27,2,0,1
10,27,2,0,1
9,26,2,0,1
9,25,2,0,1
8,24,2,0,1
7,24,2,0,1
6,24,2,0,1
7,24,2,0,1
8,25,2,0,1
9,25,2,0,1
10,25,2,0,1
11,25,2,0,1
12,25,2,0,1
13,25,2,0,1
14,25,2,0,1
15,25,2,0,1
16,24,2,0,1
17,24,2,0,1
18,24,2,0,1
19,24,2,0,1
20,24,2,0,1
21,23,2,0,1
22,23,2,0,1
23,23,2,0,1
24,23,2,0,1
25,23,2,0,1
26,22,2,0,1
27,22,2,0,1
28,22,2,0,1
29,22,2,0,1
30,22,2,0,1
31,22,2,0,1
32,22,2,0,1
33,22,2,0,1
34,23,2,0,1
35,23,2,0,1
36,23,2,0,1
37,23,2,0,1
38,23,2,0,1
39,23,2,0,1
40,23,2,0,1
41,23,2,0,1
42,23,2,0,1
43,23,2,0,1
44,23,2,0,1
45,22,2,0,1
46,22,2,0,1
47,21,2,0,1
47,20,2,0,1
48,19,2,0,1
48,18,2,0,1
47,17,2,0,1
47,16,2,0,1
46,15,2,0,1
46,14,2,0,1
45,13,2,0,1
45,12,0,1,4
44,11,0,1,4
44,10,0,1,4
43,9,0,1,4
43,8,0,1,4
44,7,0,1,4
45,7,0,1,4
46,7,0,1,4
47,7,0,1,4
47,8,0,1,4
48,9,0,1,4
49,9,0,1,4
50,10,0,1,4
50,11,0,1,4
51,12,0,1,4
52,13,0,1,4
53,14,0,1,4
53,15,0,1,4
54,16,0,1,4
55,16,0,1,4
56,17,0,1,4
57,17,0,1,4
58,18,0,1,4
59,18,0,1,4
60,19,0,1,4
61,19,0,1,4
62,20,0,1,4
63,20,0,1,4
64,21,0,1,4
65,21,0,1,4
66,22,0,1,4
66,23,0,1,4
67,24,0,1,4
68,24,0,1,4
69,25,0,1,4
69,26,0,1,4
70,27,0,1,4
70,28,0,1,4
71,29,0,1,4
72,30,0,1,4
73,31,0,1,4
74,31,0,1,4
75,32,0,1,4
76,32,0,1,4
77,33,0,1,4
78,33,0,1,4
79,34,0,1,4
80,34,0,1,4
81,35,0,1,4
82,35,0,1,4
83,36,0,1,4
84,36,0,1,4
85,36,0,1,4
86,36,0,1,4
87,36,0,1,4
88,37,0,1,4
89,37,1,4,3
90,38,1,4,3
91,38,1,4,3
92,38,1,4,3
93,38,1,4,3
93,39,1,4,3
93,40,1,4,3
93,41,1,4,3
94,42,1,4,3
95,43,1,4,3
96,44,1,4,3
95,43,1,4,3
94,42,1,4,3
93,41,1,4,3
92,40,1,4,3
91,39,1,4,3
90,38,1,4,3
90,37,1,4,3
90,36,1,4,3
90,35,1,4,3
90,34,1,4,3
90,33,1,4,3
90,32,1,4,3
90,31,1,4,3
90,30,1,4,3
90,29,1,4,3
90,28,1,4,3
90,27,1,4,3
90,26,1,4,3
90,25,4,3,0
90,24,4,3,0
90,23,4,3,0
90,22,4,3,0
90,21,4,3,0
90,20,4,3,0
89,20,4,3,0
88,20,4,3,0
87,20,4,3,0
86,21,4,3,0
85,21,4,3,0
84,21,4,3,0
83,21,4,3,0
82,21,4,3,0
81,21,4,3,0
80,21,4,3,0
79,21,4,3,0
78,22,4,3,0
77,22,4,3,0
76,22,4,3,0
75,22,4,3,0
74,22,4,3,0
73,21,4,3,0
72,21,4,3,0
71,22,4,3,0
70,22,4,3,0
69,22,4,3,0
68,22,4,3,0
67,22,4,3,0
66,23,4,3,0
65,23,4,3,0
64,23,4,3,0
63,23,4,3,0
62,23,4,3,0
61,23,4,3,0
60,23,4,3,0
59,23,4,3,0
58,22,4,3,0
57,22,4,3,0
56,21,4,3,0
56,22,4,3,0
55,23,4,3,0
55,24,4,3,0
55,25,4,3,0
55,26,4,3,0
55,27,4,3,0
55,28,4,3,0
55,29,4,3,0
55,30,3,0,1
55,31,3,0,1
55,32,3,0,1
55,33,3,0,1
56,34,3,0,1
56,35,3,0,1
55,36,3,0,1
54,36,3,0,1
53,36,3,0,1
52,36,3,0,1
51,36,3,0,1
50,35,3,0,1
49,35,3,0,1
48,34,3,0,1
48,33,3,0,1
47,32,3,0,1
46,32,3,0,1
45,31,3,0,1
44,31,3,0,1
43,30,3,0,1
42,30,3,0,1
41,29,3,0,1
40,29,3,0,1
39,28,3,0,1
38,28,3,0,1
37,28,3,0,1
36,28,3,0,1
35,28,3,0,1
34,27,3,0,1
33,27,3,0,1
32,26,3,0,1
31,26,3,0,1
30,25,3,0,1
29,25,3,0,1
28,24,3,0,1
27,24,3,0,1
26,23,3,0,1
25,23,3,0,1
24,23,3,0,1
23,23,3,0,1
22,23,3,0,1
21,22,3,0,1
20,22,3,0,1
19,21,3,0,1
18,21,3,0,1
17,21,3,0,1
16,21,3,0,1
15,21,3,0,1
14,20,0,1,2
13,20,0,1,2
12,20,0,1,2
11,19,0,1,2
10,19,0,1,2
9,19,0,1,2
8,19,0,1,2
7,19,0,1,2
6,18,0,1,2
5,18,0,1,2
4,19,0,1,2
5,19,0,1,2
6,19,0,1,2
7,20,0,1,2
8,20,0,1,2
9,20,0,1,2
10,21,0,1,2
11,21,0,1,2
12,22,0,1,2
13,22,0,1,2
14,23,0,1,2
15,23,0,1,2
16,23,0,1,2
17,23,0,1,2
18,23,0,1,2
19,23,0,1,2
20,23,0,1,2
21,23,0,1,2
22,22,0,1,2
23,22,0,1,2
24,22,0,1,2
25,22,0,1,2
26,22,0,1,2
27,23,0,1,2
28,23,0,1,2
29,23,0,1,2
30,23,0,1,2
31,23,0,1,2
32,23,0,1,2
33,23,0,1,2
34,23,0,1,2
35,23,0,1,2
36,23,0,1,2
37,23,0,1,2
38,23,0,1,2
39,23,0,1,2
40,23,0,1,2
41,22,0,1,2
42,22,0,1,2
43,23,0,1,2
44,23,0,1,2
45,24,0,1,2
45,25,0,1,2
46,26,0,1,2
47,26,0,1,2
48,27,0,1,2
49,27,0,1,2
50,28,0,1,2
51,28,0,1,2
52,28,0,1,2
53,28,0,1,2
54,28,0,1,2
55,29,0,1,2
56,29,0,1,2
57,29,0,1,2
58,29,0,1,2
59,29,0,1,2
60,29,0,1,2
61,29,0,1,2
62,29,0,1,2
63,30,0,1,2
64,30,0,1,2
65,30,0,1,2
66,30,0,1,2
67,30,0,1,2
68,30,0,1,2
69,30,0,1,2
70,30,0,1,2
71,31,0,1,2
72,31,0,1,2
73,31,0,1,2
74,31,0,1,2
75,31,0,1,2
76,32,0,1,2
77,32,0,1,2
78,33,0,1,2
79,33,0,1,2
80,33,0,1,2
81,34,0,1,2
82,35,0,1,2
83,36,0,1,2
84,36,0,1,2
85,37,0,1,2
86,37,0,1,2
87,38,0,1,2
88,38,0,1,2
89,38,1,2,4
90,38,1,2,4
90,39,1,2,4
91,39,1,2,4
91,38,1,2,4
91,37,1,2,4
90,36,1,2,4
89,35,1,2,4
88,34,1,2,4
87,33,1,2,4
86,32,1,2,4
85,31,1,2,4
84,30,1,2,4
84,29,1,2,4
83,28,1,2,4
83,27,1,2,4
83,26,1,2,4
83,25,1,2,4
82,24,2,4,3
81,23,2,4,3
80,23,2,4,3
79,23,2,4,3
78,22,2,4,3
77,22,2,4,3
76,21,2,4,3
75,21,2,4,3
74,20,2,4,3
73,20,2,4,3
72,19,2,4,3
71,19,2,4,3
70,18,2,4,3
69,18,2,4,3
68,17,2,4,3
67,17,2,4,3
66,16,2,4,3
65,16,2,4,3
64,15,2,4,3
63,15,2,4,3
62,15,2,4,3
61,14,2,4,3
60,14,2,4,3
59,15,2,4,3
59,16,2,4,3
58,17,2,4,3
58,18,2,4,3
57,19,2,4,3
57,20,2,4,3
56,21,2,4,3
56,22,2,4,3
55,22,2,4,3
