X,Y
40,7
40,6
39,6
39,5
39,6
38,6
39,6
38,6
38,7
39,7
40,7
40,8
41,8
41,9
42,9
42,10
43,10
43,11
44,11
45,11
45,12
46,12
46,13
47,13
47,14
48,14
48,15
49,15
50,15
50,16
51,16
52,16
52,17
53,17
53,18
54,18
55,18
55,19
56,19
57,19
57,20
58,20
59,20
59,21
60,21
61,21
61,22
62,22
63,22
64,22
64,23
65,23
66,23
66,24
67,24
68,24
68,25
69,25
70,25
70,26
71,26
72,26
72,27
73,27
73,28
74,28
75,28
75,29
76,29
77,29
77,30
78,30
78,31
79,31
80,31
81,31
81,32
82,32
82,33
83,33
82,33
83,33
84,33
84,34
85,34
86,34
87,34
88,35
88,36
89,36
88,36
89,36
89,37
90,37
90,38
91,38
90,37
89,36
88,35
87,34
86,33
85,32
85,31
85,30
85,29
85,28
85,27
85,26
85,25
85,24
85,23
85,22
85,21
85,20
85,19
85,18
85,17
85,16
85,15
84,14
84,15
83,14
82,14
81,14
81,15
80,15
79,15
78,15
78,14
77,14
77,15
76,15
75,15
74,15
73,15
72,15
71,15
70,15
70,14
69,14
68,14
67,14
66,14
66,15
65,15
64,15
63,15
63,14
62,14
61,14
60,14
60,15
59,15
58,15
58,14
57,14
56,14
56,13
55,13
54,13
53,13
52,13
51,13
50,13
50,12
49,12
48,12
47,12
47,11
46,11
46,10
45,10
44,10
44,9
43,9
42,9
42,8
41,8
41,7
40,7
40,6
39,6
38,6
38,5
37,5
38,5
38,4
38,5
39,5
39,6
39,7
39,8
40,8
41,8
42,8
42,9
43,9
43,10
44,10
45,10
46,10
46,11
47,11
48,11
48,12
49,12
50,12
50,13
51,13
52,13
52,14
53,14
53,15
54,15
55,15
55,16
56,16
57,16
57,17
58,17
59,17
59,18
60,18
61,18
61,19
62,19
63,19
63,20
64,20
64,21
65,21
66,21
66,22
67,22
67,23
68,23
69,24
70,24
70,25
71,25
71,26
72,26
72,27
73,27
74,27
74,28
75,28
76,28
76,29
77,29
77,30
78,30
78,31
79,31
80,31
80,32
81,32
82,32
82,33
83,33
83,34
84,34
85,35
86,35
86,36
87,36
87,37
88,37
88,38
89,38
89,39
90,39
90,40
91,40
92,41
91,40
90,39
89,38
88,37
88,36
88,35
88,34
88,33
88,32
88,31
88,30
88,29
88,28
88,27
88,26
88,25
88,24
88,23
88,22
88,21
88,20
88,19
88,18
88,17
88,16
88,15
87,14
86,14
85,14
85,15
84,15
83,15
82,15
82,14
82,15
81,15
80,15
79,15
78,15
77,15
76,15
75,15
74,15
73,15
72,15
71,15
70,15
69,15
68,15
67,15
66,15
65,15
64,15
63,15
63,14
62,14
61,14
60,14
59,14
58,14
58,13
57,13
56,13
55,13
54,13
53,13
52,13
51,13
50,13
50,12
49,12
48,12
47,12
47,13
46,13
45,13
44,13
43,13
43,12
43,13
42,13
41,13
40,13
39,13
38,13
37,13
36,13
36,14
35,14
34,14
33,14
32,14
31,14
30,14
29,14
28,14
27,14
26,14
25,14
24,14
23,14
23,13
22,13
21,13
20,13
19,13
18,13
17,13
16,13
15,13
14,13
13,13
12,13
11,13
12,13
11,13
11,14
10,14
9,14
8,13
