X,Y
85,17
86,17
82,16
78,17
73,17
68,17
63,17
58,17
54,16
49,16
44,15
39,15
34,15
29,15
25,14
21,15
17,14
12,14
10,14
11,17
15,16
18,14
21,13
25,12
29,11
34,11
36,8
34,9
29,9
25,10
20,10
16,11
11,12
10,17
11,18
16,18
21,18
25,17
29,16
34,16
38,15
43,15
48,15
53,15
57,16
61,17
65,18
69,19
74,19
78,18
83,18
87,17
88,18
92,23
92,28
92,33
92,35
89,33
85,32
81,32
77,33
72,33
68,32
63,32
58,32
53,32
50,32
46,33
41,33
37,32
33,31
30,29
27,27
24,25
20,24
17,22
14,20
10,18
8,17
3,17
6,16
9,14
13,13
18,13
22,12
27,12
32,12
37,12
42,12
47,12
52,12
56,13
60,14
65,14
69,15
74,15
79,15
84,15
85,17
84,22
84,27
83,32
82,30
78,28
76,28
73,26
70,24
67,22
63,21
60,19
57,17
54,15
51,13
48,11
45,9
42,7
39,5
38,5
39,5
41,8
44,10
48,11
52,12
55,14
59,15
63,17
66,19
69,21
72,23
75,25
78,27
81,29
83,30
86,32
89,34
92,36
91,36
88,31
88,26
88,21
87,16
83,17
79,18
75,17
70,18
66,17
62,16
58,15
53,15
48,15
43,15
39,16
35,17
32,19
28,20
24,19
19,19
15,18
11,17
9,18
4,18
9,19
13,21
17,22
21,23
25,24
29,25
33,26
37,27
41,28
46,28
50,29
53,29
57,28
62,28
67,28
71,29
75,30
79,31
82,29
