X,Y
46,22
46,23
47,23
47,24
47,23
47,24
47,23
47,24
47,23
47,24
47,23
47,24
46,24
47,24
47,25
47,26
47,27
47,28
47,29
48,29
48,30
49,30
49,31
49,32
49,33
50,33
50,34
50,35
51,35
51,36
51,37
51,38
50,38
50,37
50,36
50,35
51,35
51,34
51,33
51,32
52,32
52,31
52,30
52,29
53,29
53,28
53,27
54,27
54,26
55,26
55,25
56,24
56,23
57,23
58,23
58,22
59,22
59,21
59,20
60,20
60,19
61,19
61,18
62,18
62,17
62,16
62,15
63,15
63,14
62,14
61,14
60,14
59,14
58,14
57,14
57,13
56,13
55,13
54,13
54,12
53,12
52,12
51,12
51,11
50,11
49,11
48,11
48,10
47,10
47,9
46,9
45,9
45,8
44,8
44,7
43,7
43,8
42,8
42,9
41,9
40,9
40,10
39,10
39,11
38,11
38,12
37,12
37,13
36,13
36,14
36,15
35,15
35,16
34,16
34,17
34,18
33,18
33,19
32,19
32,20
31,20
31,21
30,21
30,22
29,22
29,23
28,23
28,24
27,24
27,25
26,25
26,26
25,26
25,27
24,27
23,27
23,28
22,28
21,28
21,29
20,29
19,29
19,30
18,30
17,30
16,30
16,31
15,31
15,30
15,31
16,31
17,31
17,32
18,32
19,32
20,32
21,32
22,32
22,31
23,31
24,31
25,31
26,31
27,31
28,31
29,31
30,31
31,31
31,30
32,30
33,30
34,30
35,30
36,30
37,30
38,30
39,30
40,30
41,30
42,30
43,30
44,30
44,29
45,29
46,29
47,29
48,29
49,29
50,29
51,29
52,29
53,29
54,29
55,29
56,29
57,29
58,29
59,29
59,28
60,28
60,29
59,29
59,30
60,30
60,31
60,32
61,32
61,33
62,33
62,34
63,34
64,34
65,34
66,34
67,34
68,34
69,34
70,34
71,34
71,33
72,33
73,33
74,33
75,33
76,33
77,33
78,33
78,32
79,32
80,32
81,32
82,32
83,32
84,32
85,32
85,31
86,31
87,31
87,30
87,29
87,28
87,29
88,29
89,29
89,30
90,30
90,31
90,32
91,33
91,34
91,35
92,35
92,36
92,37
92,38
93,38
93,39
94,39
94,40
94,41
95,41
95,42
95,43
96,43
96,44
95,43
94,42
93,41
92,40
91,39
90,38
89,37
88,36
88,35
88,34
88,33
88,32
88,31
88,30
88,29
88,28
88,27
88,26
88,25
88,24
88,23
88,22
88,21
88,20
88,19
88,18
88,17
88,16
87,15
86,15
85,15
85,16
85,15
85,16
84,16
83,16
82,16
81,16
81,17
80,17
79,17
78,17
78,18
77,18
76,18
75,18
75,19
74,19
73,19
73,20
72,20
71,20
71,21
70,21
69,21
68,21
68,22
67,22
66,22
66,23
65,23
64,23
64,24
63,24
62,24
61,24
60,24
59,24
58,24
58,23
57,23
57,24
56,24
56,25
55,25
55,26
54,26
54,27
53,27
53,28
53,29
52,29
51,29
51,30
50,30
49,30
48,30
47,30
47,31
46,31
45,31
44,31
43,31
42,31
41,31
40,31
39,31
38,31
37,31
37,30
36,30
35,30
34,30
33,30
32,30
31,30
30,30
30,29
29,29
28,29
27,29
26,29
25,29
25,28
24,28
23,28
23,27
22,27
21,27
20,27
20,26
19,26
18,26
18,25
17,25
16,25
16,24
15,24
14,24
13,24
12,23
11,23
10,23
10,22
9,22
8,22
7,22
6,22
6,21
5,21
6,21
7,21
8,21
9,22
10,22
11,23
11,22
12,22
12,23
13,23
14,23
15,23
16,23
16,22
16,23
17,23
18,23
19,23
20,23
21,23
22,23
23,23
24,23
25,23
26,23
27,23
28,23
29,23
30,23
31,23
32,23
33,23
34,23
35,23
35,22
36,22
37,22
38,22
39,22
40,22
41,22
42,22
43,22
44,22
43,22
44,22
43,22
44,22
43,22
44,22
44,21
45,21
45,20
46,20
46,19
47,19
48,19
49,19
50,19
51,19
52,19
53,19
53,20
54,20
55,20
56,20
56,21
57,21
58,21
58,22
59,22
60,22
61,22
61,23
62,23
63,23
63,24
64,24
64,25
65,25
66,25
66,26
67,26
68,26
69,26
69,27
70,27
70,28
71,28
72,28
72,29
73,29
74,29
75,29
75,30
76,30
77,31
78,31
78,32
79,32
80,32
81,32
81,33
82,33
82,34
83,33
83,34
84,34
85,34
85,35
86,35
87,35
88,35
88,36
87,35
86,34
85,33
85,32
85,31
85,30
84,29
83,29
82,29
82,28
81,28
80,28
79,28
78,28
77,28
76,28
75,28
74,28
74,29
73,29
72,29
71,29
70,29
69,29
68,29
67,29
66,29
66,30
65,30
64,30
63,30
62,30
61,30
60,30
60,31
59,31
58,31
58,32
57,32
57,33
56,33
56,34
55,34
55,35
55,36
54,36
54,37
53,37
53,38
52,38
51,38
50,38
50,37
49,36
49,35
49,34
48,34
48,33
48,32
47,32
47,31
47,30
47,29
47,28
46,28
46,27
46,26
46,25
45,25
45,24
45,23
45,22
45,21
45,20
45,19
45,18
45,17
45,16
45,15
45,14
45,13
44,13
44,12
44,11
44,10
44,9
44,8
43,8
44,8
44,7
43,7
42,7
42,8
42,9
42,10
42,11
42,12
43,12
43,13
43,14
44,14
44,15
44,16
44,17
44,18
45,18
45,19
45,20
45,21
45,22
45,23
45,24
46,24
46,25
46,26
46,27
47,28
47,29
48,29
48,30
48,31
49,31
49,32
49,33
50,33
50,34
51,34
51,35
52,35
52,36
52,37
53,37
53,36
53,35
53,34
52,34
52,33
51,33
51,32
50,32
49,32
49,31
48,31
47,31
47,30
46,30
45,30
44,30
43,30
42,30
41,30
41,29
40,29
39,29
38,29
37,29
36,29
35,29
35,28
34,28
33,28
32,27
31,27
30,27
29,27
29,26
28,26
27,26
27,25
26,25
25,25
24,25
23,25
23,24
22,24
21,24
20,24
19,24
18,24
17,24
17,23
16,23
15,23
14,23
14,22
13,22
12,22
11,22
11,21
10,21
9,21
9,20
8,20
7,20
6,20
7,20
6,20
5,20
5,19
6,20
7,21
8,21
9,22
10,22
11,22
12,22
12,21
13,21
14,21
15,21
16,21
17,21
17,20
18,20
19,20
20,20
21,20
22,20
22,19
23,19
24,19
25,19
26,19
27,19
28,19
29,19
30,19
31,19
32,19
33,19
34,19
35,19
36,19
37,19
38,19
39,19
39,18
40,18
41,18
42,18
43,18
43,17
44,17
45,17
45,16
46,16
47,16
47,15
48,15
48,14
49,14
49,13
50,13
50,12
50,11
51,11
51,10
51,9
52,9
52,8
53,8
53,7
53,6
53,7
53,6
52,6
52,7
52,8
52,9
53,9
53,10
53,11
53,12
54,12
54,13
54,14
55,14
55,15
56,15
57,15
57,16
58,16
59,16
60,16
61,16
62,16
62,17
63,17
64,17
65,17
66,17
66,18
67,18
68,18
68,19
69,19
70,19
71,19
71,20
72,20
73,20
73,21
74,21
75,21
75,22
76,22
77,22
77,23
78,23
79,23
79,24
80,24
80,25
81,25
82,25
82,26
83,26
83,27
84,27
85,27
85,28
86,28
86,29
87,29
87,30
88,30
88,31
89,31
89,32
90,32
91,32
91,33
92,33
92,34
93,34
93,35
94,35
94,36
94,35
95,35
96,35
95,35
95,36
96,36
95,36
95,37
94,37
93,37
92,37
91,37
90,37
89,37
89,36
88,36
88,35
88,36
88,35
87,35
87,34
86,34
86,33
86,32
85,32
85,31
84,31
84,30
83,30
83,29
82,29
82,28
81,28
80,28
79,28
79,27
78,27
77,27
77,26
76,26
75,26
74,26
73,26
73,25
72,25
71,25
70,25
70,24
69,24
68,24
67,24
66,24
66,23
65,23
64,23
63,23
62,23
61,23
60,23
59,23
58,23
57,23
57,22
58,22
58,21
58,20
58,19
59,19
59,18
60,18
60,17
61,17
61,16
62,16
62,15
63,15
62,15
61,15
60,15
60,16
59,16
59,17
58,17
58,18
57,18
57,19
57,20
57,21
56,21
56,22
56,23
56,24
56,25
55,25
55,26
55,27
54,27
54,28
54,29
54,30
54,31
54,32
53,32
53,33
53,34
53,35
53,36
53,37
53,38
54,38
53,38
53,39
52,39
52,38
51,38
51,37
51,36
51,35
50,35
50,34
50,33
49,33
49,32
49,31
48,31
48,30
47,30
47,29
47,28
46,28
46,27
46,26
46,25
46,24
46,23
46,22
46,21
46,20
46,19
45,19
45,18
45,17
44,17
44,16
44,15
44,14
43,14
43,13
43,12
42,12
42,11
42,10
42,9
42,8
41,8
40,8
41,8
41,9
42,9
42,10
42,11
43,12
43,13
43,14
43,15
43,16
43,17
43,18
44,18
44,19
43,19
44,19
43,19
43,20
44,20
44,21
44,22
44,23
44,24
45,24
45,25
46,25
46,26
47,26
47,27
48,27
49,27
50,27
51,27
52,27
53,27
54,27
55,27
55,26
56,26
57,26
58,26
58,25
59,25
60,25
61,25
62,25
63,25
64,25
65,25
66,25
67,25
68,25
69,25
70,25
71,25
71,24
72,24
73,24
74,24
75,24
75,23
76,23
77,23
78,23
78,22
79,22
80,22
80,21
81,21
82,21
82,20
83,20
84,20
84,19
