X,Y
86,17
82,18
78,19
75,19
70,19
66,18
62,17
58,16
54,15
49,15
45,14
40,14
36,13
32,12
27,12
22,12
18,13
14,14
9,14
7,15
12,12
16,11
20,10
25,10
30,10
32,7
32,8
32,7
31,8
27,9
23,9
18,9
14,10
10,11
8,12
6,14
10,15
15,15
20,15
24,13
28,12
33,12
37,11
42,11
46,12
49,12
54,12
58,13
62,14
66,15
70,16
75,16
79,15
84,15
88,17
93,22
94,27
94,32
94,37
95,42
93,39
91,35
88,33
83,33
81,34
76,34
72,35
69,35
65,36
61,37
56,37
53,37
49,38
44,38
40,37
35,37
30,37
26,36
23,34
19,33
16,31
13,29
10,27
9,23
10,19
15,19
19,18
23,17
27,16
31,15
35,14
40,14
45,14
50,14
54,15
59,16
64,16
68,17
73,17
77,16
80,16
85,16
88,17
93,22
94,27
94,32
94,37
94,42
94,42
91,40
89,37
86,35
83,33
80,31
77,29
73,27
69,26
66,24
64,21
60,20
57,18
53,17
50,15
47,13
44,11
40,10
43,10
46,12
49,14
53,15
57,16
60,18
63,20
66,22
69,24
71,27
75,28
78,30
81,32
83,33
86,35
89,37
92,39
93,43
90,39
86,34
86,29
86,24
86,19
84,15
79,15
75,16
71,17
67,18
62,18
58,17
54,16
49,16
44,16
40,15
36,14
33,16
30,18
26,19
22,18
17,18
12,18
7,18
3,17
8,14
13,13
16,15
20,17
23,19
27,20
30,22
34,23
38,25
42,26
46,27
50,28
53,28
57,29
61,28
65,29
68,31
72,32
75,32
78,30
80,29
83,29
