X,Y
94,43
93,43
93,42
93,41
92,41
92,40
91,40
91,39
90,39
90,38
89,37
88,37
88,36
87,36
87,35
86,35
86,34
85,34
85,33
84,33
83,33
82,33
82,32
81,32
80,32
80,31
79,31
78,31
78,30
77,30
76,30
75,30
74,30
74,29
73,29
72,29
72,28
71,28
71,27
70,27
69,27
69,26
68,26
68,25
67,25
67,24
66,24
65,24
65,23
64,23
64,22
63,22
63,21
62,21
62,20
61,20
61,19
60,19
60,18
59,18
59,17
58,17
58,16
57,16
57,15
56,15
56,14
55,14
55,13
54,13
54,12
53,12
53,11
52,11
52,10
51,10
51,9
50,9
50,8
49,8
49,7
48,7
48,6
47,6
47,5
46,5
46,4
46,3
46,2
46,3
47,3
47,4
46,4
47,4
46,4
46,3
46,2
46,3
46,4
46,5
46,6
47,6
48,6
48,7
49,7
49,8
50,9
50,10
51,10
51,11
51,12
52,12
52,13
52,14
52,15
53,15
53,16
53,17
54,17
54,18
54,19
55,19
55,20
55,21
56,21
56,22
56,23
57,23
57,24
57,25
57,26
57,27
58,27
58,28
58,29
58,30
58,31
58,32
58,33
58,34
58,35
58,36
59,36
59,37
59,38
59,39
59,40
59,41
59,40
59,39
59,38
60,38
60,37
60,38
61,38
62,38
63,38
64,38
65,38
66,38
66,37
67,37
68,37
68,36
69,36
69,35
70,35
71,34
72,34
73,34
74,34
75,34
75,33
76,33
77,33
77,32
78,32
79,32
79,31
80,31
81,31
82,31
82,32
83,32
83,33
84,33
85,33
85,34
86,34
86,35
87,35
87,36
88,36
88,37
89,37
89,38
90,38
90,39
91,39
91,40
91,41
92,41
92,42
93,42
93,43
94,43
95,43
95,44
96,44
95,44
94,43
93,43
93,42
93,41
92,41
92,40
92,39
91,39
91,38
91,37
90,37
90,36
89,36
89,35
88,35
88,34
87,34
87,33
86,33
86,32
85,32
85,31
84,31
84,30
83,29
82,29
82,28
81,27
80,27
79,26
80,26
80,25
79,25
79,24
78,24
77,24
77,23
76,23
76,22
75,22
75,21
74,21
73,21
73,20
72,20
71,20
71,19
70,19
69,19
68,18
67,18
66,18
66,17
65,17
64,17
64,16
63,16
62,16
62,15
61,15
60,15
59,15
59,14
58,14
58,13
57,13
57,12
56,12
55,11
54,11
54,10
53,10
53,9
52,9
52,8
51,8
51,7
50,7
49,7
49,6
48,6
48,5
47,5
47,4
47,3
46,3
46,2
46,3
47,3
47,4
47,3
46,3
46,2
46,3
46,4
47,4
47,5
46,5
46,6
47,6
48,7
48,8
49,8
49,9
49,10
50,10
50,11
50,12
51,12
51,13
51,14
51,15
52,15
52,16
52,17
53,17
53,18
53,19
54,19
54,20
54,21
55,21
55,22
55,23
55,24
56,24
56,25
56,26
56,27
57,27
57,28
57,29
57,30
57,31
58,31
58,32
58,33
58,34
58,35
58,36
58,37
59,37
59,38
59,39
59,40
59,41
59,42
59,41
58,41
58,40
58,39
58,38
58,37
57,37
57,36
56,36
55,36
55,35
56,35
56,34
57,34
57,33
58,33
59,33
60,33
60,32
61,32
61,31
62,31
63,31
63,30
64,30
65,30
65,29
65,28
66,28
67,28
67,27
68,27
68,26
69,26
70,26
70,25
71,25
71,26
72,26
73,26
74,26
75,26
75,27
76,27
76,28
77,28
78,28
78,29
79,29
78,29
79,29
78,29
79,29
79,30
79,31
79,32
79,33
80,33
80,34
80,35
80,36
81,36
82,36
82,37
83,37
83,38
84,38
85,38
85,39
86,39
87,39
88,39
88,40
89,40
90,40
90,41
91,41
92,41
93,41
93,42
94,42
95,42
95,43
95,44
95,43
95,44
96,44
97,44
97,45
98,45
97,44
96,43
95,42
94,41
93,40
92,39
91,38
90,37
89,36
88,35
87,34
86,33
85,32
84,31
83,30
82,29
81,29
80,29
79,28
79,27
78,27
78,26
77,26
77,25
76,25
76,24
75,24
75,23
74,23
73,23
73,22
72,22
72,21
71,21
70,21
70,20
69,20
68,19
67,19
67,18
66,18
65,18
65,17
64,17
63,16
62,16
62,15
61,15
60,15
60,14
59,14
59,13
58,13
57,13
57,12
56,12
56,11
55,11
55,10
54,10
54,9
53,9
52,9
52,8
51,8
50,8
50,7
49,7
49,6
48,6
48,5
47,5
47,4
46,4
46,3
46,2
46,3
47,3
47,4
46,4
46,3
46,2
46,3
46,4
46,5
46,6
47,6
48,6
49,6
49,7
49,8
50,8
50,9
50,10
51,10
51,11
51,12
52,12
52,13
52,14
52,15
53,15
53,16
53,17
53,18
54,18
54,19
54,20
54,21
55,21
55,22
55,23
56,24
56,25
56,26
56,27
56,28
57,28
57,29
57,30
57,31
57,32
58,32
58,33
58,34
58,35
58,36
59,36
59,37
59,38
59,39
59,40
59,41
59,42
59,41
59,40
59,39
59,38
59,37
58,37
59,37
60,37
60,36
61,36
61,35
62,35
63,35
63,34
63,33
64,33
64,34
64,33
63,33
64,33
63,33
64,33
63,33
64,33
65,33
65,32
66,32
67,32
68,32
69,32
70,32
71,32
72,32
72,33
73,33
73,34
74,34
75,34
75,35
76,35
77,35
77,36
78,36
79,36
79,37
80,37
81,37
82,37
82,38
83,38
84,38
84,39
85,39
86,39
86,40
87,40
88,40
89,40
89,41
90,41
91,41
91,42
92,42
93,42
93,43
94,43
95,43
96,43
96,44
97,44
96,44
95,44
95,43
94,43
94,42
93,42
93,41
92,41
92,40
91,40
91,39
90,39
90,38
89,38
88,38
87,38
87,37
86,37
86,36
85,36
84,36
84,35
83,35
82,35
81,35
81,34
80,34
80,33
79,33
78,33
78,32
77,32
76,31
75,31
75,30
74,30
74,29
73,29
73,28
72,28
71,28
71,27
70,27
70,26
69,26
69,25
68,25
67,24
66,24
66,23
65,23
65,22
64,22
63,21
62,21
62,20
61,20
61,19
60,19
60,18
59,18
59,17
58,17
58,16
57,16
57,15
56,15
55,15
55,14
54,14
54,13
53,13
53,12
52,12
52,11
51,10
51,9
50,9
50,8
49,8
49,7
48,7
48,6
47,6
47,5
46,5
46,4
46,3
47,3
47,4
46,4
46,3
46,2
46,1
46,2
46,1
46,2
46,1
45,1
46,1
46,2
46,1
45,1
46,1
46,2
46,3
46,4
45,4
46,4
46,5
46,6
47,6
