X,Y
46,5
45,5
46,5
45,5
46,5
47,5
48,5
49,5
49,6
50,6
49,6
48,6
47,6
47,5
46,5
47,5
46,5
46,6
47,6
47,7
47,8
48,8
48,9
48,10
49,10
49,11
49,12
50,12
50,13
51,13
51,14
51,15
52,15
52,16
52,17
53,17
53,18
53,19
54,19
54,20
54,21
55,21
55,22
55,23
56,23
56,24
56,25
56,26
56,27
57,27
57,28
57,29
57,30
58,31
58,32
58,33
58,34
58,35
58,36
58,37
59,37
59,38
59,39
59,40
59,39
58,39
58,38
59,38
59,37
60,37
60,36
61,36
62,36
63,36
64,36
65,36
66,36
66,35
67,35
68,35
69,36
70,36
70,35
71,35
72,35
73,35
74,35
75,35
75,36
76,36
77,36
78,36
79,36
80,36
81,36
82,36
82,37
83,37
84,37
85,37
86,37
87,37
87,38
88,38
89,38
89,39
90,39
91,39
91,40
92,40
93,40
93,41
94,41
94,42
95,42
95,43
95,42
95,43
94,43
94,42
94,41
93,41
93,40
92,40
92,39
91,39
91,38
91,37
90,37
90,36
89,36
89,35
88,35
89,35
88,35
87,35
86,35
85,35
84,35
84,34
83,34
82,34
81,34
80,34
79,34
78,34
77,34
77,33
76,33
76,32
75,32
74,32
74,31
73,31
73,30
72,30
72,29
71,29
71,28
70,28
70,27
69,27
69,26
68,26
67,26
67,25
66,25
66,24
65,24
65,23
64,23
64,22
63,22
63,21
62,21
62,20
61,20
60,19
59,19
59,18
58,18
58,17
57,17
57,16
56,16
56,15
55,15
55,14
54,14
54,13
53,13
53,12
52,12
52,11
51,11
51,10
50,10
50,9
49,9
49,8
48,8
48,7
47,7
47,6
46,6
46,5
46,4
46,3
46,2
46,3
46,4
46,3
46,2
46,3
46,4
46,5
46,6
47,6
47,7
48,7
49,7
49,8
49,9
50,9
50,10
50,11
51,11
51,12
51,13
52,13
52,14
52,15
53,15
53,16
53,17
54,17
54,18
54,19
55,19
55,20
55,21
55,22
55,23
56,23
56,24
56,25
57,25
57,26
57,27
57,28
58,28
58,29
58,30
58,31
58,32
59,32
59,33
59,34
59,35
59,36
59,37
59,38
59,39
59,40
59,41
59,42
59,41
60,41
60,40
60,39
60,38
61,38
62,38
62,37
63,37
63,36
64,36
65,36
66,36
66,35
67,35
68,35
69,35
69,36
70,36
71,36
71,37
72,37
72,38
73,38
74,38
74,37
75,37
76,37
77,37
78,37
79,37
80,37
80,36
81,36
82,36
83,36
83,37
84,37
84,36
85,36
86,36
87,36
87,37
88,37
89,37
89,38
90,38
90,39
91,39
92,39
92,40
93,40
93,41
93,42
94,42
94,43
95,43
95,44
94,43
94,42
93,42
93,41
93,40
92,40
92,39
91,39
91,38
90,38
90,37
89,37
89,36
88,36
88,35
87,35
87,34
86,34
86,33
85,33
85,32
84,32
83,32
83,31
82,31
82,30
81,30
80,30
80,29
79,29
79,28
78,28
77,28
77,27
76,27
76,26
75,26
74,26
74,25
73,25
73,24
72,24
71,24
71,23
70,23
69,23
69,22
68,22
67,22
67,21
66,21
65,21
65,20
64,20
63,20
63,19
62,19
61,19
61,18
60,18
60,17
59,17
58,17
58,16
57,16
56,16
56,15
55,15
55,14
54,14
54,13
53,13
53,12
52,12
52,11
51,11
51,10
50,10
50,9
49,9
49,8
48,8
48,7
47,6
47,5
47,4
47,3
47,4
47,3
46,3
46,2
46,1
46,2
46,1
46,2
46,3
47,3
47,4
47,5
48,5
48,6
49,6
49,7
49,8
50,8
50,9
50,10
50,11
51,11
51,12
51,13
52,13
52,14
52,15
52,16
53,16
53,17
53,18
54,18
54,19
54,20
54,21
55,21
55,22
55,23
56,23
56,24
56,25
57,25
57,26
57,27
57,28
57,29
58,29
58,30
58,31
58,32
58,33
58,34
58,35
58,36
58,37
59,37
59,38
59,39
59,40
59,41
59,40
59,39
59,38
58,38
